# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Feb 11 18:07:50 2019
#
# CONSTRAINT:  where (k2c_disp like '%CANDIDATE%'
# CONSTRAINT:  )
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Distance to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Distance to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Distance to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Candidate to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Candidate to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Candidate to Stellar Radius Limit Flag
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radeerr1:    Candidate Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Candidate Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Candidate Radius Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_keperr:      Kepler-band Unc. [mag]
# COLUMN st_keplim:      Kepler-band Limit Flag
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_k2err:       Ks-band (2MASS) Unc. [mag]
# COLUMN st_k2lim:       Ks-band (2MASS) Limit Flag
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
1230,EPIC 212679181,EPIC 212679181.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,13h26m56.92s,201.737183,-08d45m46.8s,-8.763013,1.05500000,,,0,2457217.551000,,,0,,,,,,,,,0.02140,,,0,,,,,,,,,12.011,,0,8.588,0.024,0
1234,EPIC 212688920,EPIC 212688920.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,1,13h32m03.26s,203.013565,-08d31m53.3s,-8.531480,62.84100000,,,0,2457220.233000,,,0,,,,,,,,,0.23122,,,0,,,,,,,,,13.886,,0,11.969,0.029,0
1239,EPIC 212690867,EPIC 212690867.01,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,1,13h33m15.43s,203.314285,-08d29m04.2s,-8.484509,25.86125000,0.00299000,-0.00311000,0,2457255.464000,0.003000,-0.003000,0,89.760,,,0,64.960000,,,0,0.04900,0.00200,-0.00100,0,2.200,0.190,-0.180,0,,,,,14.936,,0,12.061,0.026,0
1245,EPIC 212703473,EPIC 212703473.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,0,13h24m56.77s,201.236542,-08d10m18.3s,-8.171739,6.78834400,0.00155800,-0.00158000,0,2457222.733450,0.009459,-0.009217,0,,,,,,,,,0.01330,0.00190,-0.00110,0,1.600,0.300,-0.200,0,1.11,,,0,10.729,,0,9.307,0.021,0
1246,EPIC 212703473,EPIC 212703473.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,13h24m56.77s,201.236542,-08d10m18.3s,-8.171739,6.78800000,,,0,2457222.730000,,,0,,,,,,,,,0.01430,,,0,,,,,,,,,10.729,,0,9.307,0.021,0
1247,EPIC 212703473,EPIC 212703473.02,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,13h24m56.77s,201.236542,-08d10m18.3s,-8.171739,18.51731900,0.00092000,-0.00093300,0,2457221.164250,0.002525,-0.002506,0,89.259,0.529,-1.091,0,43.099679,7.645349,-16.243721,0,0.01744,0.00120,-0.00072,0,1.862,0.182,-0.107,0,0.98,0.07,-0.04,0,10.729,,0,9.307,0.021,0
1248,EPIC 212703473,EPIC 212703473.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,13h24m56.77s,201.236542,-08d10m18.3s,-8.171739,6.78907600,0.00035900,-0.00035300,0,2457222.725470,0.002287,-0.002307,0,88.200,1.252,-2.327,0,16.102046,2.270949,-4.919728,0,0.01507,0.00082,-0.00053,0,1.608,0.142,-0.086,0,0.98,0.07,-0.04,0,10.729,,0,9.307,0.021,0
1249,EPIC 212703473,EPIC 212703473.02,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,13h24m56.77s,201.236542,-08d10m18.3s,-8.171739,18.51600000,,,0,2457221.169000,,,0,,,,,,,,,0.01730,,,0,,,,,,,,,10.729,,0,9.307,0.021,0
1250,EPIC 212705192,EPIC 212705192.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,13h30m25.31s,202.605438,-08d07m48.9s,-8.130262,2.26800000,,,0,2457219.619000,,,0,,,,,,,,,0.06806,,,0,,,,,,,,,11.728,,0,10.280,0.019,0
1251,EPIC 212705192,EPIC 212705192.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,13h30m25.31s,202.605438,-08d07m48.9s,-8.130262,2.26884990,,,0,2457226.417080,,,0,,,,,,,,,,,,,,,,,,,,,11.728,,0,10.280,0.019,0
1252,EPIC 212712473,EPIC 212712473.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,1,13h56m04.65s,209.019363,-07d57m07.7s,-7.952130,7.26400000,,,0,2457217.793000,,,0,,,,,,,,,0.05685,,,0,,,,,,,,,17.589,,0,15.077,0.161,0
1257,EPIC 212737443,EPIC 212737443.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,13.60300000,,,0,2457221.355000,,,0,,,,,,,,,0.03481,,,0,,,,,,,,,14.461,,0,12.160,0.024,0
1258,EPIC 212737443,EPIC 212737443.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,13.60697954,,,0,2457234.953293,,,0,,,,,,,,,,,,,,,,,,,,,14.461,,0,12.160,0.024,0
1262,EPIC 212757601,EPIC 212757601.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,13h52m37.12s,208.154648,-06d46m09.8s,-6.769382,1.01800000,,,0,2457218.013000,,,0,,,,,,,,,0.09896,,,0,,,,,,,,,16.825,,0,14.774,0.106,0
1263,EPIC 212757601,EPIC 212757601.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,13h52m37.12s,208.154648,-06d46m09.8s,-6.769382,1.01796800,0.00002800,-0.00003000,0,2457221.068400,0.001189,-0.001112,0,,,,,,,,,0.43930,0.34930,-0.24840,0,36.100,32.100,-25.000,0,0.75,,,0,16.825,,0,14.774,0.106,0
1264,EPIC 212768333,EPIC 212768333.03,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,1,13h15m22.51s,198.843811,-06d27m53.6s,-6.464886,17.04300000,,,0,2457221.610000,,,0,,,,,,,,,0.04167,,,0,,,,,,,,,11.022,,0,9.228,0.021,0
1267,EPIC 212768333,EPIC 212768333.02,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,1,13h15m22.51s,198.843811,-06d27m53.6s,-6.464886,7.45000000,,,0,2457221.023000,,,0,,,,,,,,,0.02610,,,0,,,,,,,,,11.022,,0,9.228,0.021,0
1268,EPIC 212772113,EPIC 212772113.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,1,13h32m53.28s,203.222015,-06d21m24.7s,-6.356853,8.95300000,,,0,2457223.806000,,,0,,,,,,,,,0.03432,,,0,,,,,,,,,13.747,,0,11.701,0.022,0
1269,EPIC 212772313,EPIC 212772313.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,13h29m53.78s,202.474075,-06d21m03.2s,-6.350882,37.36197300,0.01515300,-0.01563000,0,2457226.373960,0.009044,-0.007920,0,87.288,2.407,-5.089,0,19.870685,32.618946,-10.648547,0,0.02252,0.24336,-0.00666,0,2.744,29.651,-0.870,0,1.12,0.16,-0.13,0,10.471,,0,8.981,0.021,0
1270,EPIC 212773272,EPIC 212773272.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,13h49m31.69s,207.382034,-06d19m26.8s,-6.324099,4.68174300,0.00027500,-0.00027300,0,2457222.664960,0.001955,-0.001921,0,,,,,,,,,0.19870,0.01000,-0.00680,0,5.400,2.200,-2.200,0,0.25,,,0,14.965,,0,11.701,0.024,0
1281,EPIC 212796016,EPIC 212796016.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,1,13h41m10.49s,205.293701,-05d39m48.1s,-5.663363,3.21600000,,,0,2457217.935000,,,0,,,,,,,,,0.01754,,,0,,,,,,,,,14.209,,0,11.308,0.022,0
1282,EPIC 212797028,EPIC 212797028.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,13h51m16.33s,207.818024,-05d38m04.6s,-5.634600,29.97888400,0.00056900,-0.00057500,0,2457230.471690,0.000763,-0.000750,0,,,,,,,,,0.14810,0.00360,-0.00240,0,15.300,6.100,-6.100,0,0.94,,,0,13.097,,0,11.538,0.022,0
1286,EPIC 212813907,EPIC 212813907.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,1,13h47m19.84s,206.832657,-05d06m21.9s,-5.106074,6.72500000,,,0,2457221.836000,,,0,,,,,,,,,0.04925,,,0,,,,,,,,,14.070,,0,11.971,0.021,0
1289,EPIC 212839127,EPIC 212839127.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,13h27m07.20s,201.779999,-04d14m53.5s,-4.248198,20.64149200,0.00013900,-0.00013900,0,2457238.339330,0.000170,-0.000176,0,,,,,,,,,0.43100,0.21490,-0.11790,0,49.500,31.600,-24.000,0,1.05,,,0,13.330,,0,11.953,0.023,0
1290,EPIC 213546283,EPIC 213546283.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,19h17m30.45s,289.376862,-29d02m57.1s,-29.049206,9.77018600,0.00031000,-0.00032500,0,2457302.356840,0.001466,-0.001498,0,88.885,0.815,-1.269,0,22.914391,2.429703,-5.359632,0,0.02944,0.00152,-0.00102,0,3.193,0.416,-0.333,0,0.99,0.12,-0.10,0,12.031,,0,10.436,0.021,0
1291,EPIC 213546283,EPIC 213546283.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,0,19h17m30.45s,289.376862,-29d02m57.1s,-29.049206,9.76915500,0.00090900,-0.00090600,0,2457312.131140,0.003468,-0.003617,0,,,,,,,,,0.02770,0.00240,-0.00120,0,3.300,0.600,-0.400,0,1.10,,,0,12.031,,0,10.436,0.021,0
1292,EPIC 213703832,EPIC 213703832.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,19h19m30.42s,289.876740,-28d32m08.1s,-28.535585,0.51551300,0.00002400,-0.00002300,0,2457311.466080,0.001750,-0.001774,0,,,,,,,,,0.04090,0.00960,-0.00510,0,3.400,1.600,-1.400,0,0.75,,,0,13.870,,0,11.853,0.024,0
1293,EPIC 213817056,EPIC 213817056.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,18h54m35.19s,283.646606,-28d11m19.5s,-28.188761,13.61358000,0.00167300,-0.00157500,0,2457311.944950,0.004751,-0.004975,0,88.049,1.545,-4.455,0,23.163475,12.700738,-12.692610,0,0.03988,0.12698,-0.00669,0,3.397,10.817,-0.578,0,0.78,0.03,-0.02,0,12.964,,0,10.455,0.023,0
1294,EPIC 213840781,EPIC 213840781.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,19h22m14.67s,290.561127,-28d07m04.5s,-28.117920,12.36453100,0.00030700,-0.00037500,0,2457323.027400,0.000564,-0.000486,0,,,,,,,,,0.43630,0.26020,-0.15250,0,36.300,26.000,-19.300,0,0.76,,,0,13.727,,0,11.787,0.026,0
1295,EPIC 213920015,EPIC 213920015.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,19h32m18.89s,293.078705,-27d53m03.4s,-27.884281,1.48918400,0.00011600,-0.00012400,0,2457311.378890,0.003179,-0.003239,0,,,,,,,,,0.01040,0.00090,-0.00050,0,1.000,0.100,-0.100,0,0.87,,,0,10.021,,0,7.830,0.016,0
1297,EPIC 213951550,EPIC 213951550.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,19h07m24.38s,286.851562,-27d47m31.8s,-27.792179,1.11702700,0.00003000,-0.00003000,0,2457311.230080,0.001071,-0.001108,0,,,,,,,,,0.57270,0.26370,-0.18470,0,16.900,10.300,-8.700,0,0.27,,,0,14.971,,0,11.735,0.021,0
1298,EPIC 214234110,EPIC 214234110.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,19h13m30.52s,288.377167,-27d01m01.0s,-27.016935,4.63791100,0.00015700,-0.00015300,0,2457303.879440,0.001497,-0.001523,0,88.984,0.717,-1.427,0,28.844411,5.426537,-9.517639,0,0.01741,0.00213,-0.00153,0,1.871,0.272,-0.183,0,0.99,0.08,-0.04,0,11.624,,0,10.021,0.023,0
1299,EPIC 214254518,EPIC 214254518.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,19h01m54.18s,285.475739,-26d57m46.0s,-26.962774,5.05903300,0.00049100,-0.00049200,0,2457304.216960,0.004330,-0.004464,0,88.102,1.395,-2.696,0,14.421271,2.316006,-4.424680,0,0.01526,0.00147,-0.00115,0,1.038,0.105,-0.083,0,0.62,0.02,-0.02,0,11.874,,0,9.338,0.023,0
1300,EPIC 214254518,EPIC 214254518.01,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,0,19h01m54.18s,285.475739,-26d57m46.0s,-26.962774,5.05900000,0.00053000,-0.00053000,0,2457339.630000,0.003000,-0.003000,0,89.130,,,0,16.190000,,,0,0.01500,0.00100,-0.00100,0,1.120,0.080,-0.070,0,,,,,11.874,,0,9.338,0.023,0
1301,EPIC 214522613,EPIC 214522613.01,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,1,19h14m00.57s,288.502380,-26d17m04.2s,-26.284489,10.99044000,0.00126000,-0.00127000,0,2457339.314000,0.002000,-0.002000,0,88.860,,,0,36.320000,,,0,0.02400,0.00200,-0.00200,0,1.160,0.130,-0.120,0,,,,,13.622,,0,10.214,0.023,0
1302,EPIC 214611894,EPIC 214611894.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,18h45m45.75s,281.440643,-26d03m54.7s,-26.065205,21.56840900,0.00023500,-0.00022900,0,2457325.854830,0.000286,-0.000290,0,,,,,,,,,0.15570,0.00130,-0.00060,0,20.500,2.800,-2.100,0,1.21,,,0,11.872,,0,10.034,0.023,0
1303,EPIC 214741009,EPIC 214741009.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,18h44m27.78s,281.115753,-25d45m13.4s,-25.753733,7.26962200,0.00051800,-0.00052100,0,2457316.123090,0.002710,-0.002805,0,,,,,,,,,0.41560,0.38080,-0.27990,0,32.900,32.900,-25.800,0,0.73,,,0,14.012,,0,11.788,0.021,0
1305,EPIC 215101303,EPIC 215101303.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,19h17m38.75s,289.411469,-24d56m09.1s,-24.935858,15.20710100,0.00038900,-0.00039200,0,2457320.839000,0.000880,-0.000846,0,,,,,,,,,0.13850,0.00400,-0.00200,0,12.700,5.100,-5.100,0,0.84,,,0,14.891,,0,13.306,0.038,0
1306,EPIC 215171927,EPIC 215171927.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,19h40m08.75s,295.036469,-24d46m58.2s,-24.782837,4.13570700,0.00030700,-0.00034100,0,2457301.870610,0.003739,-0.003501,0,87.708,1.678,-3.504,0,13.052827,2.380963,-4.685327,0,0.01921,0.00180,-0.00121,0,1.600,0.159,-0.108,0,0.76,0.03,-0.02,0,12.692,,0,10.810,0.023,0
1307,EPIC 215171927,EPIC 215171927.02,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,19h40m08.75s,295.036469,-24d46m58.2s,-24.782837,6.63124700,0.00112400,-0.00106700,0,2457306.895290,0.006812,-0.007152,0,88.431,1.119,-2.312,0,17.800395,3.702543,-5.769519,0,0.01632,0.00156,-0.00131,0,1.360,0.138,-0.114,0,0.76,0.03,-0.02,0,12.692,,0,10.810,0.023,0
1308,EPIC 215358983,EPIC 215358983.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,19h37m55.25s,294.480225,-24d23m05.8s,-24.384943,6.42171900,0.00016200,-0.00016500,0,2457316.275430,0.000934,-0.000934,0,,,,,,,,,0.12790,0.00130,-0.00070,0,15.300,1.800,-1.400,0,1.10,,,0,13.786,,0,12.328,0.030,0
1309,EPIC 215389654,EPIC 215389654.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,18h54m11.91s,283.549622,-24d19m14.9s,-24.320801,23.51081100,0.00145600,-0.00142700,0,2457333.448280,0.001839,-0.001851,0,,,,,,,,,0.17410,0.00270,-0.00110,0,18.400,1.800,-1.200,0,0.97,,,0,13.229,,0,11.173,0.026,0
1310,EPIC 215502661,EPIC 215502661.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,18h48m46.27s,282.192810,-24d05m03.2s,-24.084225,21.52155400,0.00508700,-0.00611800,0,2457306.222610,0.010543,-0.009658,0,87.727,1.866,-8.481,0,20.697925,14.543135,-14.049938,0,0.01896,0.18680,-0.00390,0,2.400,23.643,-0.575,0,1.16,0.17,-0.14,0,12.032,,0,9.919,0.021,0
1311,EPIC 215854715,EPIC 215854715.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,19h32m48.39s,293.201630,-23d24m54.1s,-23.415018,11.12365400,0.00146700,-0.00123500,0,2457310.081150,0.004584,-0.005516,0,88.744,0.874,-1.692,0,21.116696,2.908756,-5.953490,0,0.01918,0.00144,-0.00121,0,1.717,0.143,-0.119,0,0.82,0.03,-0.02,0,12.611,,0,10.745,0.036,0
1312,EPIC 215938010,EPIC 215938010.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,19h25m36.39s,291.401642,-23d15m39.0s,-23.260845,1.15147100,0.00004100,-0.00004200,0,2457311.790510,0.001484,-0.001453,0,,,,,,,,,0.06910,0.05160,-0.03220,0,12.400,9.400,-5.900,0,1.64,,,0,12.093,,0,10.707,0.024,0
1316,EPIC 216050437,EPIC 216050437.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,19h34m27.85s,293.616058,-23d03m10.6s,-23.052948,14.94896600,0.00031700,-0.00032300,0,2457308.240640,0.000832,-0.000822,0,85.772,0.818,-0.910,0,15.845417,1.437822,-1.146211,0,0.22221,0.22925,-0.11112,0,36.950,38.708,-18.861,0,1.52,0.28,-0.16,0,12.326,,0,10.891,0.019,0
1317,EPIC 216114172,EPIC 216114172.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,19h40m36.22s,295.150909,-22d56m09.7s,-22.936018,13.12524400,0.00222800,-0.00230500,0,2457303.212700,0.008073,-0.008355,0,88.703,0.934,-2.292,0,21.963269,3.724402,-8.372916,0,0.01574,0.00256,-0.00131,0,1.677,0.292,-0.154,0,0.98,0.06,-0.04,0,12.603,,0,,,
1318,EPIC 216166748,EPIC 216166748.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,19h27m41.28s,291.921997,-22d50m26.4s,-22.840675,19.67941100,0.00110700,-0.00100200,0,2457303.361940,0.002463,-0.002474,0,88.826,0.866,-1.772,0,28.927116,6.280062,-11.779685,0,0.02118,0.00358,-0.00128,0,2.315,0.416,-0.176,0,1.00,0.06,-0.05,0,11.884,,0,10.355,0.030,0
